Level,Workout_Type,Duration_Min,Calories_Burned,Food_Item,Calories,Protein_g,Carbs_g,Fats_g,Goal,Meal,Workout_Duration_Min,Workout_Calories,Food_Calories,Net_Calories
,,,,Vegetables,,19.2,31.1,11.2,,,,,67.0,
,,,,Chicken,,54.4,89.3,38.9,,,,,573.0,
,,,,Rice,,7.6,8.9,6.1,,,,,229.0,
,,,,Rice,,10.7,91.8,29.3,,,,,172.0,
,,,,Rice,,29.6,84.1,0.0,,,,,295.0,
,,,,Banana,,4.9,33.3,23.8,,,,,422.0,
,,,,Vegetables,,11.8,80.0,36.6,,,,,100.0,
,,,,Oats,,56.6,8.0,11.5,,,,,120.0,
,,,,Chicken,,58.6,96.9,7.4,,,,,529.0,
,,,,Vegetables,,22.6,55.0,26.1,,,,,609.0,
,,,,Fish,,55.4,33.8,28.5,,,,,68.0,
,,,,Apple,,32.7,39.4,27.5,,,,,133.0,
,,,,Egg,,16.2,11.3,12.8,,,,,204.0,
,,,,Vegetables,,42.1,99.0,10.1,,,,,614.0,
,,,,Fish,,39.5,8.7,38.2,,,,,668.0,
,,,,Chicken,,59.3,67.2,36.9,,,,,406.0,
,,,,Egg,,15.9,47.1,18.3,,,,,696.0,
,,,,Egg,,40.3,95.1,33.8,,,,,492.0,
,,,,Vegetables,,3.1,28.4,18.1,,,,,118.0,
,,,,Rice,,6.8,55.5,17.0,,,,,572.0,
,,,,Milk,,0.2,50.8,6.3,,,,,192.0,
,,,,Chicken,,60.0,71.8,17.1,,,,,241.0,
,,,,Rice,,48.1,11.5,21.5,,,,,436.0,
,,,,Chicken,,47.2,23.4,0.9,,,,,427.0,
,,,,Milk,,30.6,25.4,17.8,,,,,630.0,
,,,,Apple,,18.0,75.1,31.3,,,,,584.0,
,,,,Milk,,9.1,23.0,27.2,,,,,342.0,
,,,,Paneer,,17.1,59.5,25.4,,,,,58.0,
,,,,Vegetables,,22.6,25.4,36.4,,,,,320.0,
,,,,Vegetables,,45.4,86.9,0.7,,,,,436.0,
,,,,Fish,,32.4,94.5,22.3,,,,,142.0,
,,,,Rice,,4.6,54.3,31.5,,,,,578.0,
,,,,Fish,,1.1,38.5,21.7,,,,,203.0,
,,,,Paneer,,6.1,27.2,13.0,,,,,454.0,
,,,,Milk,,24.6,9.7,5.5,,,,,198.0,
,,,,Vegetables,,56.0,30.5,35.5,,,,,316.0,
,,,,Banana,,38.2,67.2,18.8,,,,,471.0,
,,,,Milk,,48.1,55.7,35.1,,,,,667.0,
,,,,Milk,,28.0,94.7,23.4,,,,,521.0,
,,,,Paneer,,21.7,42.6,27.0,,,,,596.0,
,,,,Apple,,6.5,70.9,32.2,,,,,680.0,
,,,,Chicken,,52.6,51.5,26.4,,,,,575.0,
,,,,Paneer,,47.0,53.7,15.9,,,,,552.0,
,,,,Chicken,,10.1,30.4,20.5,,,,,63.0,
,,,,Vegetables,,30.7,48.2,32.1,,,,,413.0,
,,,,Paneer,,29.2,49.7,14.9,,,,,168.0,
,,,,Chicken,,37.5,72.1,15.5,,,,,287.0,
,,,,Fish,,56.8,94.4,3.8,,,,,595.0,
,,,,Paneer,,34.8,36.3,36.6,,,,,218.0,
,,,,Vegetables,,32.4,9.0,3.6,,,,,571.0,
,,,,Paneer,,3.0,52.1,25.9,,,,,683.0,
,,,,Vegetables,,3.8,56.7,16.5,,,,,565.0,
,,,,Paneer,,11.2,21.0,16.2,,,,,446.0,
,,,,Chicken,,1.9,77.2,27.2,,,,,155.0,
,,,,Apple,,44.6,98.6,2.7,,,,,134.0,
,,,,Oats,,43.4,94.8,23.7,,,,,263.0,
,,,,Chicken,,8.2,23.7,30.9,,,,,170.0,
,,,,Rice,,50.2,88.2,33.1,,,,,181.0,
,,,,Egg,,9.3,71.9,6.8,,,,,246.0,
,,,,Apple,,18.1,48.1,35.9,,,,,68.0,
,,,,Fish,,14.9,56.4,26.2,,,,,691.0,
,,,,Milk,,22.3,85.7,35.3,,,,,61.0,
,,,,Chicken,,15.3,50.6,19.4,,,,,130.0,
,,,,Paneer,,29.3,40.5,21.7,,,,,379.0,
,,,,Chicken,,24.4,51.9,36.8,,,,,441.0,
,,,,Banana,,59.2,60.0,36.0,,,,,686.0,
,,,,Apple,,3.4,23.0,17.9,,,,,356.0,
,,,,Oats,,8.5,90.6,11.0,,,,,316.0,
,,,,Fish,,3.2,69.0,15.7,,,,,496.0,
,,,,Banana,,37.6,65.2,15.5,,,,,490.0,
,,,,Vegetables,,3.3,14.5,11.5,,,,,51.0,
,,,,Banana,,50.2,62.4,10.7,,,,,569.0,
,,,,Chicken,,30.7,16.5,34.4,,,,,685.0,
,,,,Fish,,31.6,12.5,2.8,,,,,358.0,
,,,,Chicken,,33.7,55.1,27.1,,,,,571.0,
,,,,Vegetables,,10.2,43.3,6.9,,,,,518.0,
,,,,Milk,,11.9,60.9,13.8,,,,,261.0,
,,,,Fish,,19.1,13.5,2.5,,,,,161.0,
,,,,Milk,,35.6,45.9,10.8,,,,,57.0,
,,,,Apple,,12.6,21.6,30.7,,,,,526.0,
,,,,Apple,,7.0,98.8,35.4,,,,,509.0,
,,,,Milk,,58.2,58.3,8.9,,,,,302.0,
,,,,Apple,,1.3,70.3,18.5,,,,,575.0,
,,,,Fish,,48.2,35.9,18.8,,,,,487.0,
,,,,Paneer,,47.3,14.0,34.9,,,,,285.0,
,,,,Rice,,17.8,97.7,30.5,,,,,355.0,
,,,,Apple,,8.1,32.2,20.5,,,,,527.0,
,,,,Apple,,8.7,45.3,26.8,,,,,69.0,
,,,,Chicken,,41.8,66.7,33.9,,,,,265.0,
,,,,Milk,,38.6,7.3,0.4,,,,,184.0,
,,,,Egg,,47.0,82.0,16.1,,,,,178.0,
,,,,Oats,,56.2,56.0,36.3,,,,,459.0,
,,,,Banana,,41.5,31.4,29.6,,,,,471.0,
,,,,Apple,,9.4,10.9,21.7,,,,,343.0,
,,,,Banana,,14.6,20.4,21.2,,,,,295.0,
,,,,Fish,,50.5,90.0,13.9,,,,,605.0,
,,,,Egg,,12.6,70.2,20.8,,,,,135.0,
,,,,Oats,,4.4,28.7,26.2,,,,,605.0,
,,,,Milk,,42.2,11.2,16.7,,,,,424.0,
,,,,Rice,,24.2,70.6,28.6,,,,,495.0,
,,,,Oats,,55.2,59.4,34.4,,,,,427.0,
,,,,Oats,,39.0,43.4,6.2,,,,,439.0,
,,,,Rice,,5.4,39.5,18.1,,,,,100.0,
,,,,Paneer,,56.9,25.6,16.3,,,,,291.0,
,,,,Milk,,15.5,68.6,27.5,,,,,343.0,
,,,,Chicken,,20.2,97.2,10.0,,,,,612.0,
,,,,Banana,,24.1,21.7,25.6,,,,,315.0,
,,,,Apple,,3.1,61.7,35.1,,,,,169.0,
,,,,Oats,,29.8,45.3,16.7,,,,,297.0,
,,,,Fish,,7.4,47.4,36.4,,,,,119.0,
,,,,Rice,,24.1,29.1,39.7,,,,,106.0,
,,,,Banana,,21.0,83.4,4.2,,,,,431.0,
,,,,Egg,,46.4,51.1,9.3,,,,,88.0,
,,,,Rice,,48.2,56.6,38.0,,,,,492.0,
,,,,Egg,,9.2,34.0,38.3,,,,,67.0,
,,,,Milk,,22.0,22.3,3.9,,,,,401.0,
,,,,Oats,,22.4,13.2,0.6,,,,,347.0,
,,,,Fish,,9.1,72.8,6.4,,,,,332.0,
,,,,Apple,,47.9,23.6,39.8,,,,,635.0,
,,,,Egg,,42.4,70.6,7.2,,,,,159.0,
,,,,Banana,,11.4,42.1,20.1,,,,,229.0,
,,,,Paneer,,22.0,44.5,33.9,,,,,593.0,
,,,,Milk,,6.3,49.6,0.8,,,,,74.0,
,,,,Paneer,,37.7,39.9,24.2,,,,,106.0,
,,,,Milk,,7.3,14.6,11.1,,,,,229.0,
,,,,Chicken,,59.2,34.4,34.5,,,,,281.0,
,,,,Banana,,46.8,68.1,11.3,,,,,392.0,
,,,,Paneer,,23.4,68.2,27.5,,,,,526.0,
,,,,Fish,,34.7,32.2,27.0,,,,,625.0,
,,,,Oats,,54.7,48.7,8.9,,,,,504.0,
,,,,Rice,,33.2,23.4,1.4,,,,,281.0,
,,,,Apple,,10.5,25.0,16.4,,,,,338.0,
,,,,Oats,,22.7,7.2,11.6,,,,,262.0,
,,,,Oats,,50.6,90.2,32.4,,,,,307.0,
,,,,Milk,,38.7,25.0,32.0,,,,,579.0,
,,,,Fish,,39.0,26.6,18.3,,,,,278.0,
,,,,Milk,,52.0,31.6,24.3,,,,,275.0,
,,,,Vegetables,,53.6,17.1,24.2,,,,,645.0,
,,,,Egg,,55.2,65.7,33.1,,,,,484.0,
,,,,Apple,,5.7,12.1,17.0,,,,,451.0,
,,,,Egg,,32.6,17.7,11.0,,,,,671.0,
,,,,Rice,,44.4,66.3,10.6,,,,,137.0,
,,,,Vegetables,,45.4,37.3,21.4,,,,,633.0,
,,,,Banana,,36.4,72.3,18.0,,,,,591.0,
,,,,Rice,,10.0,58.0,17.6,,,,,358.0,
,,,,Rice,,47.8,29.3,3.6,,,,,392.0,
,,,,Chicken,,43.2,66.8,28.7,,,,,485.0,
,,,,Apple,,5.2,16.0,8.5,,,,,226.0,
,,,,Milk,,27.8,56.0,7.9,,,,,188.0,
,,,,Fish,,10.4,46.5,16.5,,,,,243.0,
,,,,Egg,,20.2,30.4,9.1,,,,,235.0,
,,,,Rice,,1.1,62.4,23.4,,,,,267.0,
,,,,Egg,,24.0,87.8,14.9,,,,,213.0,
,,,,Egg,,33.0,99.9,18.0,,,,,210.0,
,,,,Banana,,37.2,62.7,21.5,,,,,574.0,
,,,,Apple,,39.8,43.4,8.1,,,,,650.0,
,,,,Apple,,50.2,26.4,6.2,,,,,91.0,
,,,,Paneer,,12.9,29.4,35.2,,,,,259.0,
,,,,Oats,,7.2,50.5,17.3,,,,,324.0,
,,,,Apple,,51.1,39.9,16.5,,,,,328.0,
,,,,Egg,,9.4,91.8,1.4,,,,,300.0,
,,,,Milk,,58.5,40.0,19.9,,,,,359.0,
,,,,Egg,,50.6,40.5,22.2,,,,,189.0,
,,,,Milk,,30.1,41.4,22.4,,,,,595.0,
,,,,Paneer,,58.9,84.5,28.3,,,,,579.0,
,,,,Milk,,5.8,66.8,7.1,,,,,106.0,
,,,,Apple,,18.2,63.3,10.1,,,,,161.0,
,,,,Banana,,38.3,36.7,32.4,,,,,54.0,
,,,,Milk,,21.0,82.7,37.9,,,,,459.0,
,,,,Egg,,55.7,8.6,5.4,,,,,463.0,
,,,,Fish,,3.9,87.7,19.9,,,,,231.0,
,,,,Apple,,33.0,53.7,8.6,,,,,62.0,
,,,,Fish,,35.5,42.8,2.4,,,,,388.0,
,,,,Vegetables,,39.2,52.2,13.0,,,,,308.0,
,,,,Vegetables,,15.3,68.4,5.7,,,,,139.0,
,,,,Egg,,21.9,6.2,28.4,,,,,665.0,
,,,,Vegetables,,50.6,87.8,21.3,,,,,299.0,
,,,,Oats,,11.7,47.4,5.8,,,,,304.0,
,,,,Paneer,,49.6,37.6,0.4,,,,,637.0,
,,,,Apple,,33.8,18.1,32.3,,,,,157.0,
,,,,Fish,,45.7,46.7,7.0,,,,,643.0,
,,,,Egg,,42.8,52.2,24.2,,,,,638.0,
,,,,Oats,,12.5,43.3,13.5,,,,,534.0,
,,,,Egg,,34.1,69.5,23.4,,,,,307.0,
,,,,Oats,,52.1,45.0,12.6,,,,,688.0,
,,,,Vegetables,,25.9,96.3,3.5,,,,,331.0,
,,,,Vegetables,,58.0,61.9,8.9,,,,,137.0,
,,,,Milk,,27.1,81.7,7.5,,,,,253.0,
,,,,Chicken,,8.6,15.4,17.1,,,,,65.0,
,,,,Egg,,23.4,42.7,26.3,,,,,200.0,
,,,,Milk,,57.1,37.0,10.6,,,,,303.0,
,,,,Apple,,19.2,59.1,0.5,,,,,237.0,
,,,,Milk,,52.1,86.8,20.8,,,,,378.0,
,,,,Rice,,52.9,12.4,24.2,,,,,593.0,
,,,,Vegetables,,21.0,11.9,38.5,,,,,446.0,
,,,,Rice,,5.0,85.8,23.6,,,,,566.0,
,,,,Egg,,43.5,25.2,18.8,,,,,508.0,
,,,,Fish,,18.7,68.5,22.9,,,,,379.0,
,,,,Fish,,47.0,56.6,37.1,,,,,218.0,
,,,,Apple,,26.6,84.1,33.1,,,,,415.0,
,,,,Milk,,29.1,16.9,12.9,,,,,227.0,
,,,,Fish,,46.7,17.3,9.5,,,,,411.0,
,,,,Oats,,22.9,57.9,10.5,,,,,688.0,
,,,,Oats,,26.6,94.9,20.2,,,,,89.0,
,,,,Apple,,22.6,44.4,29.8,,,,,465.0,
,,,,Paneer,,22.0,36.1,20.1,,,,,404.0,
,,,,Vegetables,,31.6,62.6,2.7,,,,,304.0,
,,,,Milk,,48.5,93.4,28.9,,,,,192.0,
,,,,Egg,,21.7,84.5,32.2,,,,,626.0,
,,,,Banana,,31.5,99.6,11.6,,,,,60.0,
,,,,Banana,,40.2,7.1,26.6,,,,,669.0,
,,,,Banana,,16.2,15.7,17.1,,,,,75.0,
,,,,Fish,,16.7,62.9,35.6,,,,,470.0,
,,,,Paneer,,56.0,83.0,33.8,,,,,270.0,
,,,,Paneer,,43.4,32.1,21.0,,,,,545.0,
,,,,Milk,,34.6,27.7,27.7,,,,,286.0,
,,,,Milk,,38.9,79.8,35.3,,,,,286.0,
,,,,Paneer,,1.8,10.4,19.8,,,,,268.0,
,,,,Apple,,37.1,40.1,12.5,,,,,536.0,
,,,,Milk,,30.6,53.1,30.1,,,,,510.0,
,,,,Apple,,32.7,58.2,8.8,,,,,684.0,
,,,,Rice,,21.6,74.2,15.5,,,,,193.0,
,,,,Oats,,4.9,38.7,34.6,,,,,238.0,
,,,,Vegetables,,11.6,63.2,29.0,,,,,304.0,
,,,,Milk,,57.0,60.6,16.2,,,,,117.0,
,,,,Paneer,,24.5,57.0,8.6,,,,,665.0,
,,,,Oats,,28.0,65.8,14.2,,,,,385.0,
,,,,Oats,,3.2,29.6,11.4,,,,,458.0,
,,,,Chicken,,2.3,13.0,7.0,,,,,349.0,
,,,,Paneer,,43.0,16.3,29.7,,,,,651.0,
,,,,Vegetables,,32.3,26.3,10.1,,,,,406.0,
,,,,Paneer,,30.5,52.5,18.2,,,,,305.0,
,,,,Milk,,14.6,84.8,15.4,,,,,402.0,
,,,,Egg,,44.7,71.6,39.3,,,,,570.0,
,,,,Rice,,10.1,80.0,15.6,,,,,573.0,
,,,,Apple,,11.4,38.3,3.2,,,,,333.0,
,,,,Egg,,27.6,43.4,3.6,,,,,361.0,
,,,,Rice,,17.2,42.4,23.6,,,,,148.0,
,,,,Egg,,14.8,23.2,24.0,,,,,246.0,
,,,,Apple,,38.7,10.8,16.8,,,,,531.0,
,,,,Fish,,39.1,61.1,17.3,,,,,275.0,
,,,,Paneer,,49.5,99.0,2.2,,,,,664.0,
,,,,Egg,,25.1,20.8,20.7,,,,,667.0,
,,,,Milk,,4.4,9.4,20.2,,,,,414.0,
,,,,Vegetables,,16.4,79.1,6.0,,,,,417.0,
,,,,Banana,,58.8,29.0,4.2,,,,,619.0,
,,,,Milk,,35.8,83.8,4.9,,,,,639.0,
,,,,Apple,,42.6,71.9,4.0,,,,,124.0,
,,,,Vegetables,,0.4,94.8,24.4,,,,,91.0,
,,,,Milk,,31.1,43.8,7.9,,,,,471.0,
,,,,Oats,,2.3,67.9,10.1,,,,,230.0,
,,,,Paneer,,34.2,49.2,6.9,,,,,594.0,
,,,,Vegetables,,55.2,64.9,38.3,,,,,120.0,
,,,,Oats,,58.1,47.7,34.2,,,,,617.0,
,,,,Milk,,32.4,22.9,9.2,,,,,154.0,
,,,,Rice,,27.5,53.3,13.1,,,,,249.0,
,,,,Chicken,,56.7,55.2,8.4,,,,,150.0,
,,,,Rice,,40.4,82.0,19.7,,,,,356.0,
,,,,Paneer,,3.9,74.9,0.8,,,,,635.0,
,,,,Vegetables,,27.9,68.1,26.9,,,,,426.0,
,,,,Vegetables,,14.4,15.8,20.9,,,,,448.0,
,,,,Paneer,,28.2,73.5,35.9,,,,,270.0,
,,,,Oats,,27.3,52.5,6.6,,,,,644.0,
,,,,Chicken,,34.9,89.9,32.2,,,,,231.0,
,,,,Milk,,21.4,92.4,31.7,,,,,356.0,
,,,,Apple,,9.9,10.2,5.1,,,,,571.0,
,,,,Rice,,30.2,83.0,15.9,,,,,445.0,
,,,,Rice,,49.8,8.6,6.8,,,,,53.0,
,,,,Banana,,39.8,39.9,10.2,,,,,330.0,
,,,,Chicken,,20.3,56.5,10.5,,,,,264.0,
,,,,Apple,,56.1,19.1,22.2,,,,,659.0,
,,,,Rice,,54.7,75.9,16.5,,,,,469.0,
,,,,Apple,,12.6,5.8,37.9,,,,,150.0,
,,,,Milk,,2.4,21.0,5.1,,,,,570.0,
,,,,Vegetables,,44.5,60.2,38.9,,,,,622.0,
,,,,Apple,,49.7,72.9,9.2,,,,,358.0,
,,,,Rice,,58.1,92.1,30.9,,,,,559.0,
,,,,Oats,,53.4,72.0,13.6,,,,,112.0,
,,,,Chicken,,36.0,68.8,5.7,,,,,682.0,
,,,,Paneer,,31.8,42.5,34.3,,,,,275.0,
,,,,Egg,,1.7,5.1,12.4,,,,,154.0,
,,,,Fish,,14.8,16.4,26.4,,,,,474.0,
,,,,Fish,,27.6,55.8,22.7,,,,,304.0,
,,,,Egg,,37.7,69.1,18.9,,,,,478.0,
,,,,Apple,,33.4,44.7,19.8,,,,,483.0,
,,,,Chicken,,44.6,74.4,29.3,,,,,256.0,
,,,,Apple,,16.8,54.6,3.5,,,,,77.0,
,,,,Paneer,,33.9,12.0,26.7,,,,,385.0,
,,,,Chicken,,5.3,23.2,35.8,,,,,637.0,
,,,,Egg,,24.8,84.8,2.3,,,,,677.0,
,,,,Apple,,45.0,73.9,5.6,,,,,118.0,
,,,,Banana,,41.6,90.0,28.7,,,,,562.0,
,,,,Rice,,59.4,16.2,17.5,,,,,216.0,
,,,,Oats,,16.7,99.1,16.1,,,,,417.0,
,,,,Vegetables,,29.9,24.9,5.5,,,,,300.0,
,,,,Oats,,19.8,6.1,20.3,,,,,219.0,
,,,,Paneer,,26.4,99.8,5.1,,,,,139.0,
,,,,Apple,,51.4,31.7,19.1,,,,,610.0,
,,,,Milk,,41.1,68.5,30.5,,,,,495.0,
,,,,Chicken,,52.9,21.8,10.3,,,,,343.0,
,,,,Apple,,12.2,60.1,19.2,,,,,199.0,
,,,,Chicken,,52.4,90.9,39.7,,,,,181.0,
,,,,Vegetables,,3.6,35.4,27.5,,,,,482.0,
,,,,Banana,,53.3,68.7,33.7,,,,,108.0,
,,,,Oats,,19.7,22.9,16.6,,,,,248.0,
,,,,Rice,,18.9,64.4,30.7,,,,,264.0,
,,,,Vegetables,,30.7,37.0,1.6,,,,,610.0,
,,,,Vegetables,,56.4,25.1,4.9,,,,,521.0,
,,,,Oats,,2.9,34.8,8.1,,,,,296.0,
,,,,Vegetables,,21.1,22.0,16.1,,,,,431.0,
,,,,Milk,,51.4,90.7,33.8,,,,,288.0,
,,,,Milk,,23.8,42.7,13.9,,,,,416.0,
,,,,Fish,,11.9,28.3,26.2,,,,,217.0,
,,,,Fish,,25.5,47.6,28.4,,,,,609.0,
,,,,Milk,,23.1,35.5,23.4,,,,,100.0,
,,,,Egg,,54.9,75.7,14.3,,,,,659.0,
,,,,Banana,,45.7,97.3,23.1,,,,,429.0,
,,,,Chicken,,30.3,46.6,13.7,,,,,523.0,
,,,,Banana,,59.3,86.8,3.4,,,,,129.0,
,,,,Paneer,,27.9,58.8,39.7,,,,,416.0,
,,,,Vegetables,,3.5,19.9,5.1,,,,,510.0,
,,,,Rice,,15.7,70.6,2.9,,,,,588.0,
,,,,Vegetables,,26.2,53.8,35.1,,,,,501.0,
,,,,Banana,,9.4,66.8,12.1,,,,,513.0,
,,,,Milk,,56.9,89.5,26.0,,,,,527.0,
,,,,Oats,,46.0,46.8,13.2,,,,,469.0,
,,,,Paneer,,16.1,90.6,15.7,,,,,263.0,
,,,,Milk,,35.4,76.3,10.5,,,,,418.0,
,,,,Banana,,43.3,51.4,13.7,,,,,163.0,
,,,,Oats,,56.5,62.3,16.4,,,,,552.0,
,,,,Rice,,52.9,35.9,28.8,,,,,685.0,
,,,,Banana,,30.9,98.4,20.5,,,,,637.0,
,,,,Chicken,,46.5,68.4,37.7,,,,,360.0,
,,,,Apple,,33.7,9.2,1.7,,,,,518.0,
,,,,Oats,,33.2,36.0,20.1,,,,,93.0,
,,,,Banana,,6.9,64.2,23.4,,,,,464.0,
,,,,Milk,,7.6,10.4,36.8,,,,,295.0,
,,,,Chicken,,31.8,7.3,2.0,,,,,133.0,
,,,,Egg,,16.1,47.8,22.9,,,,,256.0,
,,,,Oats,,1.3,36.6,34.1,,,,,200.0,
,,,,Chicken,,43.4,46.6,9.7,,,,,577.0,
,,,,Milk,,1.9,30.0,35.1,,,,,214.0,
,,,,Banana,,35.7,20.6,0.8,,,,,194.0,
,,,,Vegetables,,32.4,70.5,29.3,,,,,86.0,
,,,,Rice,,58.1,53.9,37.3,,,,,382.0,
,,,,Vegetables,,29.1,24.0,26.3,,,,,452.0,
,,,,Apple,,3.8,35.4,17.6,,,,,463.0,
,,,,Chicken,,33.1,61.2,1.8,,,,,94.0,
,,,,Apple,,50.5,11.9,36.8,,,,,451.0,
,,,,Rice,,59.8,19.0,18.8,,,,,255.0,
,,,,Chicken,,25.8,12.0,1.2,,,,,111.0,
,,,,Fish,,19.2,82.2,27.6,,,,,469.0,
,,,,Milk,,54.4,76.5,19.3,,,,,517.0,
,,,,Chicken,,11.5,76.6,5.0,,,,,68.0,
,,,,Milk,,36.9,73.1,8.6,,,,,414.0,
,,,,Vegetables,,24.3,68.6,2.6,,,,,349.0,
,,,,Paneer,,2.5,50.3,23.0,,,,,56.0,
,,,,Oats,,20.8,66.0,24.9,,,,,477.0,
,,,,Paneer,,15.9,8.6,20.2,,,,,166.0,
,,,,Banana,,41.2,64.0,32.7,,,,,629.0,
,,,,Oats,,56.9,78.9,34.4,,,,,556.0,
,,,,Oats,,16.1,52.5,24.6,,,,,595.0,
,,,,Egg,,48.7,39.0,0.5,,,,,374.0,
,,,,Oats,,3.3,31.4,27.8,,,,,104.0,
,,,,Rice,,32.3,66.1,16.7,,,,,91.0,
,,,,Paneer,,4.2,70.8,22.6,,,,,346.0,
,,,,Vegetables,,56.0,87.7,26.0,,,,,280.0,
,,,,Milk,,46.0,37.5,14.0,,,,,502.0,
,,,,Banana,,39.5,78.1,36.7,,,,,443.0,
,,,,Oats,,49.4,58.3,5.4,,,,,571.0,
,,,,Banana,,38.9,88.9,26.9,,,,,407.0,
,,,,Vegetables,,58.1,55.1,0.2,,,,,493.0,
,,,,Banana,,42.8,54.2,37.0,,,,,177.0,
,,,,Vegetables,,55.5,59.9,4.5,,,,,454.0,
,,,,Oats,,31.0,76.2,3.8,,,,,441.0,
,,,,Vegetables,,7.0,96.6,13.3,,,,,242.0,
,,,,Oats,,31.7,12.0,14.9,,,,,653.0,
,,,,Egg,,7.6,10.1,8.6,,,,,127.0,
,,,,Egg,,35.5,94.1,23.4,,,,,134.0,
,,,,Vegetables,,28.9,55.3,17.7,,,,,79.0,
,,,,Egg,,37.4,63.4,1.4,,,,,98.0,
,,,,Milk,,0.6,50.8,12.8,,,,,194.0,
,,,,Milk,,11.7,13.9,32.4,,,,,118.0,
,,,,Egg,,29.5,78.0,27.6,,,,,107.0,
,,,,Egg,,57.0,76.0,29.0,,,,,623.0,
,,,,Fish,,23.0,34.6,27.9,,,,,528.0,
,,,,Fish,,25.5,34.1,12.4,,,,,494.0,
,,,,Oats,,42.9,84.6,4.0,,,,,345.0,
,,,,Vegetables,,36.2,11.9,10.9,,,,,220.0,
,,,,Apple,,17.9,88.7,33.3,,,,,624.0,
,,,,Apple,,24.6,29.4,39.2,,,,,196.0,
,,,,Egg,,13.1,61.3,19.8,,,,,533.0,
,,,,Banana,,58.0,93.9,0.4,,,,,355.0,
,,,,Egg,,7.8,69.4,5.6,,,,,658.0,
,,,,Fish,,22.3,44.4,12.9,,,,,495.0,
,,,,Oats,,1.6,70.5,23.1,,,,,270.0,
,,,,Egg,,13.3,37.7,3.0,,,,,604.0,
,,,,Paneer,,46.8,31.3,37.7,,,,,427.0,
,,,,Banana,,12.1,99.7,14.6,,,,,669.0,
,,,,Paneer,,4.8,76.3,36.5,,,,,315.0,
,,,,Oats,,28.5,66.2,31.2,,,,,144.0,
,,,,Oats,,0.6,38.8,30.2,,,,,311.0,
,,,,Milk,,5.1,9.7,24.3,,,,,120.0,
,,,,Chicken,,48.5,8.0,25.1,,,,,268.0,
,,,,Paneer,,46.3,57.6,25.5,,,,,582.0,
,,,,Milk,,54.9,77.4,25.1,,,,,141.0,
,,,,Fish,,51.3,56.1,22.1,,,,,176.0,
,,,,Rice,,41.0,84.9,39.5,,,,,129.0,
,,,,Banana,,3.1,8.2,29.3,,,,,287.0,
,,,,Rice,,47.0,39.8,31.1,,,,,421.0,
,,,,Vegetables,,50.7,27.5,34.9,,,,,535.0,
,,,,Fish,,47.9,47.5,8.6,,,,,74.0,
,,,,Fish,,30.5,11.9,3.4,,,,,205.0,
,,,,Rice,,14.0,95.6,19.3,,,,,566.0,
,,,,Paneer,,50.7,26.2,20.6,,,,,681.0,
,,,,Chicken,,43.6,92.6,33.2,,,,,579.0,
,,,,Paneer,,58.8,45.5,17.8,,,,,106.0,
,,,,Rice,,9.3,98.6,22.8,,,,,654.0,
,,,,Vegetables,,13.5,57.6,21.1,,,,,68.0,
,,,,Paneer,,12.7,93.4,1.5,,,,,433.0,
,,,,Apple,,47.6,5.5,24.6,,,,,242.0,
,,,,Paneer,,11.2,76.1,33.1,,,,,286.0,
,,,,,,55.8,66.6,26.1,Muscle Gain,Snack,,,852.0,
,,,,,,30.7,87.9,20.9,Fitness,Dinner,,,607.0,
,,,,,,31.2,103.2,19.3,Weight Loss,Dinner,,,485.0,
,,,,,,45.1,65.9,22.4,Muscle Gain,Lunch,,,310.0,
,,,,,,57.1,79.4,6.4,Fitness,Breakfast,,,819.0,
,,,,,,23.4,46.7,36.2,Muscle Gain,Lunch,,,249.0,
,,,,,,32.0,84.6,39.9,Muscle Gain,Snack,,,213.0,
,,,,,,49.8,118.6,11.4,Weight Loss,Lunch,,,333.0,
,,,,,,40.5,24.9,9.2,Fitness,Dinner,,,787.0,
,,,,,,15.5,108.7,10.0,Muscle Gain,Snack,,,795.0,
,,,,,,41.4,76.2,28.1,Fitness,Snack,,,542.0,
,,,,,,19.3,45.2,28.2,Weight Loss,Breakfast,,,869.0,
,,,,,,35.5,115.5,34.7,Fitness,Breakfast,,,485.0,
,,,,,,36.5,68.3,31.3,Muscle Gain,Snack,,,513.0,
,,,,,,53.8,53.2,20.7,Muscle Gain,Snack,,,805.0,
,,,,,,33.1,38.1,26.4,Fitness,Lunch,,,496.0,
,,,,,,24.0,44.4,29.1,Muscle Gain,Snack,,,805.0,
,,,,,,21.5,103.3,22.9,Muscle Gain,Dinner,,,768.0,
,,,,,,53.7,81.4,21.6,Muscle Gain,Lunch,,,363.0,
,,,,,,18.6,111.3,27.6,Weight Loss,Dinner,,,696.0,
,,,,,,31.3,43.2,24.5,Weight Loss,Dinner,,,809.0,
,,,,,,19.4,32.1,27.5,Muscle Gain,Dinner,,,215.0,
,,,,,,48.7,20.6,26.4,Fitness,Snack,,,543.0,
,,,,,,33.7,70.8,30.2,Weight Loss,Breakfast,,,277.0,
,,,,,,27.6,119.8,27.5,Fitness,Breakfast,,,545.0,
,,,,,,28.1,89.5,23.2,Muscle Gain,Dinner,,,271.0,
,,,,,,52.6,50.8,28.9,Muscle Gain,Snack,,,469.0,
,,,,,,37.7,107.7,20.7,Fitness,Lunch,,,486.0,
,,,,,,45.9,98.2,13.5,Weight Loss,Dinner,,,265.0,
